encryptedHexCardNo,dateTimeTransaction,merchantCategoryCode,transactionAmount,latitude,longitude,cardBalance,is_fraud
371985000000000.0,07-11-2020 15:08,fraud_Schiller Ltd,48.21,42.9576,-75.4838,23193.75,0
38947700000000.0,03-12-2020 22:42,fraud_Watsica LLC,277.36,39.3543,-82.503,24968.3,0
4247920000000.0,01-12-2020 05:08,fraud_Auer-Mosciski,112.65,39.537,-83.455,44383.27,0
4198470000000.0,28-07-2020 22:38,"fraud_Reichel, Bradtke and Blanda",4.37,41.4768,-95.3509,19577.5,0
3586010000000000.0,29-11-2020 17:22,"fraud_O'Reilly, Mohr and Purdy",17.2,47.4974,-122.0107,41943.76,0
374930000000000.0,26-12-2020 23:38,fraud_Botsford and Sons,160.31,42.2203,-83.3583,17045.19,0
3525590000000000.0,28-12-2020 08:25,"fraud_Rowe, Batz and Goodwin",51.46,36.0424,-79.3242,42154.09,0
4.90663e+18,28-11-2020 04:09,"fraud_Casper, Hand and Zulauf",72.29,24.6557,-81.3824,12699.05,0
6011390000000000.0,10-12-2020 05:57,fraud_Beier-Hyatt,4.89,40.1151,-79.8627,1530.62,0
30267000000000.0,20-12-2020 17:24,"fraud_Koss, Hansen and Lueilwitz",24.28,37.1349,-77.7364,19029.82,0
3521420000000000.0,09-08-2020 18:30,"fraud_Quitzon, Green and Bashirian",20.75,39.849,-86.272,32056.26,0
3518230000000000.0,21-12-2020 17:40,fraud_Jast Ltd,157.68,33.6372,-96.6184,37854.74,0
3523840000000000.0,21-07-2020 20:36,"fraud_Hermiston, Russel and Price",3.59,32.6176,-86.9475,36222.72,0
4026220000000.0,30-11-2020 09:48,"fraud_Moore, Dibbert and Koepp",228.96,41.5224,-71.9934,15738.13,0
4.42878e+18,02-11-2020 10:31,"fraud_Raynor, Reinger and Hagenes",68.33,42.9993,-88.2196,15596.6,0
4.42878e+18,24-11-2020 18:27,fraud_Torphy-Kertzmann,57.23,42.9993,-88.2196,43929.21,0
3575790000000000.0,12-07-2020 13:13,fraud_Botsford PLC,40.79,38.7897,-93.8702,27883.73,0
4.71574e+18,28-07-2020 09:05,fraud_McGlynn-Jaskolski,6.33,36.6966,-96.7869,21162.55,0
4990490000000.0,06-09-2020 01:19,fraud_Williamson LLC,10.19,39.6967,-78.8031,3211.93,0
3598300000000000.0,23-08-2020 17:42,fraud_Quitzon-Goyette,123.43,37.6395,-97.1714,47987.65,0
630442000000.0,20-12-2020 11:54,"fraud_Raynor, Feest and Miller",51.61,31.9571,-98.9656,37320.34,0
6540980000000000.0,21-08-2020 04:55,fraud_Lockman Ltd,104.21,42.426,-83.15,31760.68,0
4446370000000000.0,22-08-2020 17:12,fraud_Effertz LLC,72.92,37.9073,-75.5089,25445.23,0
4170690000000000.0,10-10-2020 04:29,fraud_Morar Inc,22.77,35.6665,-97.4798,33654.96,0
3585050000000000.0,03-10-2020 23:32,fraud_Macejkovic-Lesch,710.78,42.8546,-75.6605,37788.93,1
4561370000000000.0,12-09-2020 13:54,fraud_Morissette PLC,1.92,34.9906,-81.8327,18565.74,0
30541100000000.0,17-11-2020 22:18,fraud_Pouros-Haag,7.63,30.0377,-95.5326,37237.64,0
3511380000000000.0,11-10-2020 12:14,fraud_Kuhic LLC,6.49,34.7789,-86.5438,32349.91,0
502050000000.0,28-06-2020 17:17,fraud_Labadie LLC,67.23,41.7918,-72.7188,43777.39,0
4348790000000000.0,19-09-2020 14:01,fraud_Powlowski-Weimann,61.98,45.203,-88.9983,8404.8,0
4682740000000000.0,21-12-2020 00:45,fraud_Schmidt and Sons,3.42,38.6547,-92.8929,9177.22,0
3563840000000000.0,03-08-2020 18:18,"fraud_Gutmann, McLaughlin and Wiza",36.4,45.3099,-122.9685,16579.52,0
180018000000000.0,26-12-2020 11:53,"fraud_Stokes, Christiansen and Sipes",43.69,42.3703,-84.2485,27246.98,0
2248350000000000.0,02-08-2020 04:44,fraud_Donnelly PLC,7.69,41.0109,-81.2977,10819.48,0
4099710000000000.0,17-11-2020 01:53,fraud_Wuckert-Walter,40.59,38.2586,-78.4074,21784.0,0
4874020000000000.0,18-12-2020 14:37,fraud_Padberg-Rogahn,176.96,45.4093,-122.6847,45904.28,0
4173950000000000.0,27-07-2020 17:08,fraud_Botsford PLC,60.51,40.333,-73.9809,15742.75,0
6011680000000000.0,12-07-2020 04:17,fraud_Block-Parisian,38.38,36.2835,-87.4581,40923.12,0
348379000000000.0,07-11-2020 17:12,fraud_Kihn-Schuster,109.99,28.1384,-80.6524,32333.76,0
376445000000000.0,20-09-2020 00:22,fraud_Kemmer-Reinger,68.01,41.1558,-101.136,5823.52,0
180014000000000.0,08-12-2020 09:51,fraud_Jewess LLC,3.69,31.571,-86.2743,7985.53,0
3559160000000000.0,02-07-2020 17:38,fraud_Rau-Grant,55.37,42.2701,-78.6847,49067.68,0
3586010000000000.0,04-09-2020 06:07,fraud_Roberts-Beahan,145.84,47.4974,-122.0107,28457.85,0
345832000000000.0,08-12-2020 17:46,fraud_Quitzon-Goyette,6.37,38.8029,-77.2116,35759.4,0
6011360000000000.0,14-12-2020 22:22,fraud_Bartoletti and Sons,10.51,38.8432,-78.6003,46787.67,0
30242900000000.0,28-12-2020 15:52,"fraud_Brown, Homenick and Lesch",11.79,45.3637,-84.4695,25490.44,0
4277230000000000.0,30-11-2020 16:58,fraud_Little-Gleichner,6.38,46.1664,-103.7079,33163.62,0
4147610000000000.0,04-10-2020 00:12,"fraud_Moen, Reinger and Murphy",137.18,44.1111,-94.9134,32791.07,0
3538520000000000.0,27-10-2020 19:16,fraud_Bednar PLC,3.39,41.5686,-83.3632,24227.01,0
341283000000000.0,20-08-2020 09:07,fraud_Schuppe LLC,99.4,30.9788,-84.7373,23048.55,0
30235000000000.0,05-12-2020 18:28,fraud_Kihn Inc,7.51,43.9446,-88.0911,26688.13,0
501831000000.0,22-08-2020 17:58,fraud_Berge-Hills,22.55,40.9493,-78.3129,16130.95,0
4917190000000000.0,29-07-2020 00:11,"fraud_Stehr, Jewess and Schimmel",2.67,35.8759,-96.9623,39804.41,0
30235300000000.0,16-12-2020 22:45,fraud_Lind-Buckridge,65.49,41.0592,-73.7395,24671.18,0
6011440000000000.0,24-12-2020 13:29,fraud_Abshire PLC,136.89,34.2853,-91.3336,10975.03,0
36485900000000.0,25-12-2020 21:38,"fraud_Berge, Kautzer and Harris",2.53,40.4971,-82.8342,25023.63,0
4.29274e+18,17-10-2020 20:12,fraud_Ankunding LLC,2.96,38.2674,-76.4954,7138.0,0
180047000000000.0,28-11-2020 15:12,"fraud_Brown, Homenick and Lesch",62.28,39.6704,-89.8588,1862.45,0
30029100000000.0,01-12-2020 21:46,"fraud_Kling, Howe and Schneider",133.11,42.1239,-79.1895,3341.46,0
3527540000000000.0,05-08-2020 01:18,fraud_Kling Inc,65.92,32.9413,-81.1807,36380.42,0
3526830000000000.0,06-11-2020 07:42,fraud_Prohaska-Murray,56.7,44.2529,-85.017,4610.3,0
3560800000000000.0,08-12-2020 22:36,fraud_Beer-Jast,7.65,46.1838,-101.2589,37396.75,0
6011200000000000.0,08-07-2020 23:58,fraud_Nolan-Williamson,141.41,42.2665,-72.0821,34751.31,0
377234000000000.0,10-11-2020 23:47,"fraud_Schaefer, Fay and Hilll",33.93,39.3716,-77.8229,16521.87,0
4149240000000000.0,02-08-2020 15:47,fraud_Harris Group,59.94,40.1008,-80.0652,4810.82,0
4488940000000000.0,19-10-2020 13:52,"fraud_Gottlieb, Considine and Schultz",7.37,28.9254,-81.6801,15481.92,0
4997730000000000.0,09-10-2020 21:31,"fraud_Altenwerth, Cartwright and Koss",153.33,44.9913,-92.9487,6776.46,0
4220350000000.0,12-10-2020 18:26,fraud_Kub-Heaney,77.16,42.8223,-83.2829,10470.17,0
30238800000000.0,02-11-2020 11:57,fraud_Prohaska-Murray,63.21,30.592,-97.2893,15077.31,0
4.45773e+18,02-11-2020 16:09,"fraud_Yost, Schamberger and Windler",58.53,38.5234,-120.6763,45325.27,0
4482430000000000.0,20-09-2020 04:06,fraud_Flatley-Durgan,1.5,38.8265,-82.1364,23251.09,0
4067140000000000.0,13-09-2020 21:20,"fraud_Pouros, Walker and Spencer",192.45,33.9315,-87.6194,33311.04,0
2266740000000000.0,14-09-2020 12:34,"fraud_Hagenes, Kohler and Hoppe",37.17,34.4959,-86.259,35209.28,0
4586810000000000.0,26-12-2020 22:03,fraud_Waters-Cruickshank,14.98,32.5486,-80.307,10801.96,0
3556610000000000.0,06-12-2020 16:22,"fraud_Lowe, Dietrich and Erdman",20.95,29.0393,-95.4401,10105.38,0
213175000000000.0,03-08-2020 11:53,"fraud_Robel, Cummerata and Prosacco",48.2,33.0771,-99.959,2602.93,0
4.09245e+18,27-12-2020 09:26,"fraud_Jenkins, Hauck and Friesen",68.72,34.3091,-78.3372,19721.17,0
3595190000000000.0,10-12-2020 20:51,"fraud_Larkin, Stracke and Greenfelder",51.27,35.0583,-79.008,36293.71,0
30150700000000.0,03-08-2020 15:57,"fraud_Swaniawski, Nitzsche and Welch",4.02,34.7031,-86.3068,41760.7,0
502050000000.0,13-11-2020 11:12,fraud_Harris Inc,80.8,41.7918,-72.7188,32973.24,0
213179000000000.0,27-12-2020 06:54,fraud_Barton Inc,93.38,45.8289,-118.4971,4843.49,0
639024000000.0,29-12-2020 19:24,fraud_Dickinson Ltd,24.36,44.6087,-74.9732,20631.38,0
180049000000000.0,19-09-2020 14:02,fraud_Lubowitz-Walter,44.87,46.4959,-90.4383,43182.44,0
3506590000000000.0,08-12-2020 12:47,fraud_Reichert-Weissnat,3.21,38.577,-90.5255,19159.57,0
371226000000000.0,29-10-2020 13:06,fraud_Klein Group,31.01,38.9311,-89.2463,1714.27,0
4914700000000000.0,13-12-2020 08:09,fraud_Barrows PLC,2.22,40.8496,-80.1381,27994.79,0
4103160000000.0,13-10-2020 01:50,fraud_Herzog Ltd,30.91,33.6666,-101.5277,8016.51,0
3521420000000000.0,14-12-2020 16:58,"fraud_Streich, Rolfson and Wilderman",81.4,39.849,-86.272,26449.86,0
4658490000000000.0,20-12-2020 04:51,fraud_Goyette Inc,7.12,39.9636,-79.7853,2579.33,0
6011350000000000.0,13-08-2020 12:13,fraud_Jewess LLC,3.35,33.4629,-86.7904,17903.5,0
4260060000000000.0,16-12-2020 21:04,fraud_Stiedemann Ltd,89.35,42.8062,-100.6215,25739.86,0
3511380000000000.0,24-08-2020 12:21,fraud_Turner and Sons,4.4,34.7789,-86.5438,32166.01,0
4308160000000000.0,11-10-2020 08:22,"fraud_Zieme, Bode and Dooley",70.5,45.5783,-94.4199,21467.41,0
6593250000000000.0,12-10-2020 07:10,fraud_Hintz-Bruen,67.36,26.7383,-80.276,28641.12,0
213156000000000.0,05-12-2020 05:12,fraud_Fisher-Schowalter,108.65,40.5503,-79.3237,10680.15,0
4302480000000000.0,28-08-2020 17:24,fraud_Conroy Ltd,9.82,43.2326,-86.2492,17113.76,0
2242540000000000.0,03-11-2020 00:58,"fraud_Lind, Huel and McClure",46.77,38.4921,-85.4524,24803.78,0
374125000000000.0,16-08-2020 21:18,"fraud_O'Connell, Botsford and Hand",30.76,38.9757,-77.0282,43581.3,0
4509140000000000.0,04-12-2020 06:27,fraud_Corwin-Collins,38.39,31.6489,-82.1982,19230.24,0
3560800000000000.0,26-11-2020 06:31,"fraud_Raynor, Reinger and Hagenes",43.61,46.1838,-101.2589,12651.64,0
3558650000000000.0,01-09-2020 22:52,fraud_Erdman-Ebert,4.13,32.6205,-94.2,2655.21,0
3521820000000000.0,24-12-2020 02:17,fraud_Hermann-Gaylord,28.08,39.7532,-105.6356,6781.82,0
30546500000000.0,19-12-2020 00:04,"fraud_Schneider, Hayes and Nikolaus",57.66,43.4512,-71.489,34763.81,0
6011690000000000.0,01-08-2020 14:28,"fraud_McCullough, Hudson and Schuster",12.88,45.6675,-93.2433,15366.43,0
3559720000000000.0,25-10-2020 02:07,fraud_Pfeffer and Sons,119.78,42.4048,-88.3054,32729.43,0
4.24495e+18,14-12-2020 11:12,"fraud_Kovacek, Dibbert and Ondricka",92.54,39.485,-74.8776,9247.41,0
5359540000000000.0,20-07-2020 16:46,"fraud_Boehm, Block and Jakubowski",3.74,45.7801,-111.1439,36163.6,0
343473000000000.0,26-09-2020 22:29,fraud_Schumm PLC,12.58,43.6849,-71.2551,21582.62,0
4451950000000000.0,05-09-2020 23:59,"fraud_Roberts, Daniel and Macejkovic",48.83,34.5444,-102.1069,40085.9,0
3572980000000000.0,18-11-2020 19:07,"fraud_Turcotte, McKenzie and Koss",56.06,41.1832,-96.9882,15726.29,0
3598010000000000.0,14-09-2020 20:26,"fraud_Denesik, Powlowski and Pouros",56.71,35.558,-77.2566,47812.67,0
3590740000000000.0,03-12-2020 18:42,fraud_Bins-Howell,162.42,34.5091,-92.4828,30779.58,0
4.73685e+18,19-12-2020 15:18,fraud_Veum-Koelpin,4.02,44.8816,-73.6408,34407.98,0
348254000000000.0,29-06-2020 12:29,fraud_Hammes-Beatty,143.23,30.4983,-88.3282,7748.66,0
639024000000.0,18-07-2020 18:29,fraud_Mayert Group,334.46,44.6087,-74.9732,11652.86,0
4.73685e+18,22-10-2020 13:11,"fraud_Armstrong, Walter and Gottlieb",18.07,44.8816,-73.6408,11507.85,0
30263500000000.0,07-12-2020 05:57,"fraud_Raynor, Reinger and Hagenes",69.01,37.7175,-112.4777,32687.78,0
2285070000000000.0,12-10-2020 22:03,"fraud_Cormier, Stracke and Thiel",27.53,31.882,-88.9981,19547.69,0
340954000000000.0,17-11-2020 09:06,"fraud_Tillman, Fritsch and Schmitt",5.58,42.5164,-82.9832,32896.78,0
4.79263e+18,04-08-2020 22:27,fraud_Morissette LLC,73.66,38.9462,-94.9714,6272.88,0
3501940000000000.0,13-09-2020 18:29,fraud_Lynch-Wisozk,36.68,33.8155,-112.1202,14650.67,0
4599290000000000.0,13-08-2020 18:31,fraud_Wiza LLC,52.62,38.0261,-97.6666,41010.03,0
6538890000000000.0,13-12-2020 13:00,"fraud_Nicolas, Hills and McGlynn",124.52,36.0244,-90.9288,18397.95,0
4500000000000.0,25-06-2020 13:00,"fraud_Lubowitz, Terry and Stracke",16.04,38.2833,-75.8465,34885.95,0
340954000000000.0,21-09-2020 20:49,fraud_Jast-McDermott,51.63,42.5164,-82.9832,2157.06,0
6538440000000000.0,16-11-2020 18:39,fraud_Graham and Sons,22.06,41.3851,-80.1752,42585.42,0
36913600000000.0,08-11-2020 22:46,fraud_Skiles LLC,117.51,43.6498,-116.4306,41794.11,0
4079770000000.0,30-06-2020 06:48,fraud_Huel-Langworth,7.18,44.6255,-116.4493,32544.22,0
4239550000000000.0,13-07-2020 09:11,fraud_Mraz-Herzog,86.6,41.141,-84.5722,29184.71,0
4.102e+18,24-08-2020 16:30,fraud_Bruen-Yost,191.24,32.9276,-97.2489,28024.38,0
2283740000000000.0,28-06-2020 04:53,fraud_Mraz-Herzog,70.57,34.077,-84.3033,32094.29,0
30487600000000.0,26-07-2020 15:21,fraud_Feil-Morar,28.18,38.097,-86.1723,14952.31,0
30446000000000.0,23-06-2020 22:35,fraud_Baumbach Ltd,49.04,33.8396,-96.3648,20175.52,0
4607070000000000.0,23-12-2020 09:43,fraud_Prohaska-Murray,72.53,35.8985,-97.2607,43153.78,0
4383520000000.0,14-07-2020 13:09,"fraud_Schumm, McLaughlin and Carter",6.43,39.9347,-86.1633,49222.64,0
3566880000000000.0,01-12-2020 05:35,fraud_Fisher-Schowalter,99.76,44.64,-73.3113,19838.88,0
30153500000000.0,06-11-2020 06:32,"fraud_Herman, Treutel and Dickens",8.52,31.8287,-99.427,43238.69,0
4826660000000000.0,02-08-2020 17:49,fraud_Bins-Tillman,62.49,41.6983,-70.3001,13500.22,0
4716560000000000.0,13-08-2020 22:14,fraud_Larson-Moen,75.47,48.2777,-112.8456,35061.25,0
6011540000000000.0,10-11-2020 02:49,"fraud_Bernier, Volkman and Hoeger",188.56,38.8089,-78.7776,5624.3,0
38588500000000.0,21-08-2020 11:25,fraud_Kiehn-Emmerich,110.31,30.1886,-103.2214,15534.07,0
676299000000.0,27-08-2020 14:46,fraud_Reichel LLC,63.08,39.4125,-80.6352,25033.06,0
4.76943e+18,28-06-2020 20:11,fraud_Connelly-Carter,105.41,40.5553,-77.4001,3017.41,0
6011930000000000.0,24-09-2020 20:47,"fraud_Reinger, Weissnat and Strosin",62.8,44.2541,-68.5565,28259.46,0
4586260000000.0,05-08-2020 15:02,fraud_Ernser-Feest,35.03,40.1362,-95.2138,19721.93,0
3506040000000000.0,09-08-2020 14:53,fraud_Douglas-White,85.72,45.1939,-112.0568,47711.31,0
30153500000000.0,07-09-2020 01:15,fraud_Haag-Blanda,22.78,31.8287,-99.427,31191.94,0
2706980000000000.0,18-10-2020 05:30,fraud_Predovic Inc,110.24,39.283,-82.3977,38295.03,0
375975000000000.0,23-06-2020 20:05,fraud_Connelly PLC,114.45,41.6611,-73.0449,33125.94,0
4449530000000000.0,13-07-2020 16:52,"fraud_Konopelski, Schneider and Hartmann",87.17,38.2427,-122.9145,33640.86,0
3546670000000000.0,08-09-2020 17:29,fraud_Crooks and Sons,2.11,32.7004,-97.6039,3395.98,0
376262000000000.0,09-12-2020 04:39,fraud_Mohr Inc,357.92,27.9611,-81.9398,18634.99,0
375083000000000.0,05-07-2020 13:44,fraud_Kulas Group,22.56,47.0999,-96.727,28490.49,0
4979420000000000.0,14-09-2020 18:30,"fraud_O'Reilly, Mohr and Purdy",6.44,41.4193,-99.3844,42906.37,0
4716560000000000.0,27-07-2020 17:10,fraud_Bins-Tillman,28.97,48.2777,-112.8456,25103.81,0
2266740000000000.0,19-08-2020 23:21,fraud_Kuhn LLC,6.24,34.4959,-86.259,21342.47,0
4500000000000.0,20-11-2020 17:09,fraud_Schoen Ltd,76.63,38.2833,-75.8465,41957.1,0
2706980000000000.0,06-07-2020 12:54,fraud_Skiles LLC,75.72,39.283,-82.3977,34367.26,0
3596220000000000.0,22-11-2020 18:34,"fraud_Metz, Russel and Metz",14.87,40.8626,-91.9534,40474.89,0
2475090000000000.0,01-12-2020 11:06,fraud_Smitham-Schiller,53.12,44.2378,-95.2739,4983.56,0
3579200000000000.0,21-07-2020 00:07,"fraud_Schumm, Bauch and Ondricka",97.65,44.9437,-91.0294,16795.75,0
4651010000000000.0,05-07-2020 20:04,fraud_Gottlieb Group,88.93,46.7531,-121.9898,15561.07,0
213120000000000.0,08-12-2020 11:18,"fraud_Schoen, Kuphal and Nitzsche",146.14,32.955,-92.587,44575.27,0
3528410000000000.0,05-07-2020 08:24,fraud_Towne LLC,119.96,36.4715,-82.4834,29745.8,0
345389000000000.0,26-11-2020 06:22,fraud_Goodwin-Nitzsche,86.51,33.9215,-89.6782,14404.82,0
346273000000000.0,16-11-2020 18:15,fraud_Swift PLC,158.71,37.7418,-80.4626,25527.65,0
3551510000000000.0,19-07-2020 09:52,fraud_Barrows PLC,66.74,37.2048,-86.8592,3276.1,0
180094000000000.0,14-10-2020 18:42,fraud_Medhurst PLC,7.91,33.7467,-117.1721,23178.93,0
4364010000000000.0,22-12-2020 05:40,fraud_Heller-Langosh,62.97,39.5483,-119.7957,3614.34,0
3500170000000000.0,18-12-2020 13:25,"fraud_Prosacco, Kreiger and Kovacek",92.07,42.3669,-82.9938,12242.05,0
4.49791e+18,14-09-2020 06:40,fraud_Marks Inc,53.33,34.6902,-79.1834,17536.02,0
4.45773e+18,14-09-2020 11:11,fraud_Pouros-Haag,154.72,38.5234,-120.6763,33704.76,0
6011680000000000.0,09-12-2020 17:08,fraud_Volkman PLC,4.55,41.0539,-106.0763,4131.61,0
4601640000000.0,29-08-2020 17:39,fraud_Brown-Greenholt,177.63,30.0041,-95.2825,6502.05,0
213164000000000.0,29-10-2020 12:32,fraud_Nienow PLC,72.41,33.141,-82.515,43284.61,0
3586960000000000.0,27-12-2020 01:16,fraud_Fisher Inc,97.38,40.3673,-79.1605,23832.95,0
30270400000000.0,28-12-2020 15:40,fraud_Morissette LLC,38.54,40.6761,-91.0391,13701.1,0
4.46978e+18,15-07-2020 20:38,"fraud_Swaniawski, Nitzsche and Welch",23.01,42.728,-71.181,6336.44,0
375534000000000.0,08-12-2020 11:56,fraud_Smith-Stokes,36.67,38.4207,-79.4629,31869.14,0
6011720000000000.0,17-11-2020 13:13,"fraud_Mante, Luettgen and Hackett",60.27,46.1966,-118.9017,1892.13,0
3553630000000000.0,13-08-2020 20:04,fraud_Breitenberg LLC,4.79,48.34,-122.3456,20906.0,0
30199600000000.0,24-08-2020 00:49,fraud_Kling Inc,51.61,33.4044,-96.2238,27674.08,0
675946000000.0,29-06-2020 23:56,fraud_Lebsack and Sons,8.39,40.7687,-80.3592,36954.95,0
3500970000000000.0,03-08-2020 12:18,fraud_Brown PLC,89.28,47.2271,-117.0819,48922.48,0
4.18183e+18,15-12-2020 17:26,fraud_Conroy Ltd,6.18,36.6659,-105.4694,49121.93,0
3562680000000000.0,29-06-2020 01:37,fraud_Corwin-Collins,40.21,39.0026,-76.1424,37924.91,0
6011980000000000.0,27-11-2020 23:02,fraud_Roob-Okuneva,45.88,39.0305,-76.5515,31681.27,0
3502380000000000.0,16-09-2020 06:21,"fraud_Hagenes, Kohler and Hoppe",122.29,30.5354,-95.4532,18348.51,0
2475090000000000.0,02-08-2020 12:19,"fraud_Kling, Howe and Schneider",87.68,44.2378,-95.2739,33511.85,0
4025610000000000.0,19-10-2020 09:57,fraud_Hudson-Ratke,148.03,41.1762,-79.1976,26986.79,0
3533180000000000.0,10-08-2020 22:27,fraud_Kilback Group,98.54,40.8731,-96.1528,5821.97,0
4294040000000000.0,27-09-2020 17:26,fraud_Dickinson-Rempel,7.31,33.413,-81.69,27058.52,0
3519230000000000.0,10-12-2020 16:39,fraud_Cormier LLC,99.47,40.4731,-80.9596,22418.33,0
4.7973e+18,15-07-2020 16:38,fraud_Jast and Sons,6.72,38.8938,-86.5246,13852.16,0
38057500000000.0,15-09-2020 04:43,"fraud_Harris, Gusikowski and Heaney",43.41,37.3304,-121.7913,20214.72,0
213148000000000.0,06-07-2020 05:30,fraud_Heller-Abshire,54.74,27.9551,-82.2966,22202.68,0
2348250000000000.0,13-07-2020 19:28,fraud_Pollich LLC,3.24,42.1767,-79.9416,44240.71,0
180040000000000.0,23-11-2020 05:29,fraud_Mohr-Bayer,1478.51,40.7699,-73.9511,37272.63,0
5456780000000000.0,23-09-2020 23:05,fraud_Kertzmann LLC,61.21,41.0472,-79.8089,7762.91,0
4067140000000000.0,16-07-2020 09:10,fraud_Schmitt Inc,39.24,33.9315,-87.6194,8498.89,0
6597890000000000.0,22-08-2020 20:33,fraud_Dare-Marvin,30.83,33.6751,-98.6576,18703.82,0
3596360000000000.0,21-12-2020 22:12,"fraud_Koss, Hansen and Lueilwitz",177.56,41.0001,-78.2357,4260.79,0
4383520000000.0,16-12-2020 22:34,"fraud_Hettinger, McCullough and Fay",17.03,39.9347,-86.1633,37718.84,0
4025610000000000.0,03-07-2020 23:49,fraud_Botsford PLC,63.92,41.1762,-79.1976,32703.55,0
4.102e+18,30-06-2020 07:53,fraud_Kiehn-Emmerich,93.12,32.9276,-97.2489,7548.17,0
346273000000000.0,27-10-2020 16:38,fraud_Will Ltd,34.36,37.7418,-80.4626,34054.31,0
4.7973e+18,27-06-2020 11:03,fraud_Strosin-Cruickshank,122.13,38.8938,-86.5246,10862.57,0
180094000000000.0,08-12-2020 05:56,fraud_Spinka-Welch,51.56,33.7467,-117.1721,39437.52,0
4969860000000000.0,08-12-2020 20:50,"fraud_Kunze, Larkin and Mayert",5.18,29.9975,-90.2146,47365.6,0
371034000000000.0,30-12-2020 13:23,fraud_Brown Inc,45.81,40.0235,-120.7986,1632.7,0
4900630000000.0,08-12-2020 17:39,fraud_McKenzie-Huels,64.73,33.9056,-118.0818,34741.51,0
3533800000000000.0,17-12-2020 14:45,fraud_Quitzon-Goyette,39.34,40.2967,-98.737,37292.93,0
375768000000000.0,18-08-2020 12:19,"fraud_McLaughlin, Armstrong and Koepp",7.95,38.6476,-78.7717,4327.97,0
4809700000000.0,22-07-2020 17:15,fraud_Quitzon-Goyette,14.72,32.4204,-85.0796,13918.89,0
4809700000000.0,06-10-2020 12:01,fraud_Leannon-Nikolaus,2.11,32.4204,-85.0796,3966.05,0
4922710000000000.0,10-11-2020 11:11,fraud_Heathcote LLC,80.94,40.3359,-79.6607,44156.77,0
213112000000000.0,14-12-2020 12:46,"fraud_Gottlieb, Considine and Schultz",9.5,34.0326,-82.2027,41971.7,0
6011690000000000.0,26-08-2020 20:29,"fraud_Schneider, Hayes and Nikolaus",2.46,45.6675,-93.2433,34891.41,0
630413000000.0,01-09-2020 07:01,fraud_Prohaska-Murray,84.2,46.368,-87.9938,35102.61,0
374498000000000.0,14-09-2020 19:47,fraud_Berge-Hills,61.0,47.1709,-100.7944,41599.59,0
4538570000000.0,20-10-2020 21:46,fraud_Waelchi Inc,59.18,40.817,-74.0,11824.95,0
3511380000000000.0,25-07-2020 14:52,"fraud_Berge, Kautzer and Harris",7.57,34.7789,-86.5438,21765.38,0
4179720000000000.0,26-06-2020 21:15,fraud_Shanahan-Lehner,7.71,43.0032,-93.2167,23047.42,0
30230500000000.0,03-07-2020 21:30,"fraud_Wuckert, Wintheiser and Friesen",79.34,40.9661,-76.8575,21623.49,0
30230500000000.0,19-07-2020 11:22,fraud_Stracke-Lemke,96.93,40.9661,-76.8575,8866.96,0
3556610000000000.0,26-12-2020 04:07,"fraud_Kohler, Lindgren and Koelpin",26.6,29.0393,-95.4401,33572.75,0
4003990000000000.0,22-09-2020 22:32,"fraud_Gottlieb, Considine and Schultz",4.45,33.3224,-86.9657,1403.41,0
503848000000.0,26-09-2020 14:39,fraud_Turcotte-Halvorson,86.4,26.529,-82.0916,42925.1,0
6547670000000000.0,28-08-2020 14:05,fraud_Schiller Ltd,3.48,39.8839,-75.4669,3766.28,0
3549200000000000.0,03-12-2020 06:50,fraud_Williamson LLC,7.57,43.5835,-70.3457,7445.25,0
4335530000000000.0,02-11-2020 12:06,"fraud_Little, Gutmann and Lynch",7.76,38.3511,-91.4867,2157.84,0
4.58493e+18,15-08-2020 22:04,"fraud_Gottlieb, Considine and Schultz",2.28,32.8463,-96.6972,14171.91,0
4642260000000000.0,06-09-2020 16:36,fraud_Johns-Hoeger,25.08,38.9999,-109.615,12796.13,0
4006050000000.0,14-12-2020 17:18,fraud_Breitenberg LLC,9.91,36.8347,-84.4436,38766.0,0
4.51283e+18,22-12-2020 21:34,fraud_Wiza LLC,114.35,39.8936,-79.7856,30402.99,0
2283740000000000.0,24-08-2020 17:14,"fraud_Dare, Fritsch and Zboncak",14.45,34.077,-84.3033,28156.45,0
4561550000000.0,12-07-2020 11:05,"fraud_Bernier, Streich and Jewess",43.28,34.9889,-106.0609,23099.43,0
2252060000000000.0,07-12-2020 14:23,fraud_Pollich LLC,80.66,44.6437,-90.1031,1914.99,0
4586810000000000.0,01-09-2020 17:43,fraud_Lemke-Gutmann,61.4,32.5486,-80.307,37641.12,0
6528910000000000.0,06-11-2020 05:55,fraud_Block-Parisian,87.06,45.8327,-91.0144,23461.89,0
4170690000000000.0,11-10-2020 22:13,fraud_Klein Group,175.41,35.6665,-97.4798,28061.11,0
3566880000000000.0,30-11-2020 01:13,"fraud_Bahringer, Schoen and Corkery",133.66,44.64,-73.3113,31364.13,0
4642260000000000.0,19-07-2020 01:36,fraud_Hamill-Daugherty,12.47,38.9999,-109.615,11583.0,0
30026800000000.0,17-12-2020 02:00,fraud_Medhurst PLC,87.66,32.9013,-91.0286,17326.59,0
3587960000000000.0,31-12-2020 19:18,"fraud_Langosh, Wintheiser and Hyatt",4.87,42.3327,-95.6045,36500.41,0
